cast,clanek,zakon,bod,typ,paragrafy,instrukce,plny_text_znaků
PRVNÍ,I,283/2021,361,nahrazeni,159,"V § 159 odst. 2 písm. b) se slova „uvedených v odstavci 1 písm. m), r) a s) této přílohy“ nahrazují slovy „využívajících obnovitelné zdroje energie a staveb vodních děl“.",0
PRVNÍ,I,283/2021,362,vlozeni,159,"V § 159 odst. 2 písm. b) a § 159 odst. 3 se za slova „s výjimkou“ vkládají slova „staveb uvedených v odstavci 1 písm. b) přílohy č. 2 k tomuto zákonu,“.",0
PRVNÍ,I,283/2021,363,zruseni,159,"V § 159 odst. 2 závěrečné části ustanovení větě poslední se slova „nebo změnu stavby, která je kulturní památkou“ zrušují.",0
PRVNÍ,I,283/2021,364,vlozeni,159,"V § 159 odst. 3 větě první se za slovo „drobné“ vkládají slova „a jednoduché“, slovo „drobných“ se zrušuje a slova „uvedených v odstavci 1 písm. a) bodu 11, 12 a 25 a v odstavci 1 písm. f) přílohy č. 1 k tomuto zákonu, a jednoduché stavby uvedené v příloze č. 2 k tomuto zákonu, s výjimkou jednoduchých staveb uvedených v odstavci 1 písm. m), r) a s) této přílohy“ se nahrazují slovy „využívajících o",0
PRVNÍ,I,283/2021,365,vlozeni,160,"V § 160 odst. 2 písm. a) se za slova „pro provádění“ vkládají slova „jednoduché stavby bytového domu uvedeného v odstavci 1 písm. b) přílohy č. 2 k tomuto zákonu,“.",0
PRVNÍ,I,283/2021,366,zruseni,160,"V § 160 odst. 2 písm. a) se slova „jednoduché stavby pro bydlení a rodinnou rekreaci,“ zrušují a na konci textu písmene se doplňují slova „v rozsahu nezbytném pro průběh výstavby“.",0
PRVNÍ,I,283/2021,367,doplneni,160,"V § 160 odst. 2 se na konci textu písmene b) doplňují slova „nebo ke každé změně dokumentace pro provádění stavby vypracované podle písmene a), která má vliv na požární bezpečnost stavby“.",0
PRVNÍ,I,283/2021,368,vlozeni,161,V § 161 odst. 1 se za číslo „167“ vkládá text „odst. 1“.,0
PRVNÍ,I,283/2021,369,zruseni,161,V § 161 odst. 3 se slovo „vždy“ zrušuje.,0
PRVNÍ,I,283/2021,370,vlozeni,162,"V § 162 se na začátek odstavce 4 vkládá věta „Projektant odpovídá za soulad jím zpracované projektové dokumentace, územně plánovací dokumentace a územní studie s právními předpisy.“.",0
PRVNÍ,I,283/2021,371,nahrazeni,163;164;165,"V § 163 odst. 1 písm. b), § 163 odst. 2 písm. a), § 164 odst. 1 písm. b) a § 165 odst. 2 písm. a) se slovo „záměru“ nahrazuje slovem „stavby“.",0
PRVNÍ,I,283/2021,372,nahrazeni,165,V § 165 odst. 1 se slova „3 roky“ nahrazují slovy „5 let“.,0
PRVNÍ,I,283/2021,373,vlozeni,166,V § 166 odst. 5 se za slovo „předmětem“ vkládá slovo „nadlimitní“ a slova „v nadlimitním režimu“ se nahrazují slovy „na stavební práce“.,0
PRVNÍ,I,283/2021,374,nahrazeni,167,"V § 167 písm. d) se slova „projektovou dokumentaci“ nahrazují slovy „dokumentaci pro povolení stavby“ a slova „stavby, došlo-li k odchylce od dokumentace pro povolení stavby, popřípadě dokumentaci skutečného provedení stavby, včetně její geodetické části“ se nahrazují slovy „pro povolení stavby s vyznačením odchylek“.",0
PRVNÍ,I,283/2021,375,vlozeni,167,V § 167 písm. g) úvodní části ustanovení a § 167 písm. h) úvodní části ustanovení se za slovo „technicky“ vkládají slova „a ekonomicky“.,0
PRVNÍ,I,283/2021,376,zneni_plny,167,"V § 167 se dosavadní text označuje jako odstavec 1 a doplňuje se odstavec 2, který zní: „(2) Pro účely zajištění dobíjecí infrastruktury pro elektrická vozidla a výpočtu povinného množství dobíjecích bodů se jeden stejnosměrný dobíjecí bod s výkonem 50 až 150 kW považuje za deset běžných dobíjecích bodů a jeden ultrarychlý stejnosměrný dobíjecí bod s výkonem nad 150 kW za dvacet běžných dobíjecích",320
PRVNÍ,I,283/2021,377,vlozeni,170,V § 170 odst. 1 úvodní části ustanovení se za slovo „omezit“ vkládají slova „pouze tehdy“.,0
PRVNÍ,I,283/2021,378,doplneni,170;11,V § 170 odst. 1 se na konci textu písmene a) doplňují slova „podle § 11 odst. 1“.,0
PRVNÍ,I,283/2021,379,doplneni,170;11,V § 170 odst. 1 se na konci textu písmene b) doplňují slova „podle § 11 odst. 2“.,0
PRVNÍ,I,283/2021,380,vlozeni,170,V § 170 odst. 2 se za slova „přístup k pozemku nebo stavbě“ vkládají slova „nebo připojení na dopravní a technickou infrastrukturu“.,0
PRVNÍ,I,283/2021,381,zneni_plny,171;2,"V § 171 se dosavadní text označuje jako odstavec 1 a doplňuje se odstavec 2, který zní: „(2) Při postupech podle této části se znovu neposuzují veřejné zájmy v rozsahu, ve kterém již byly nebo podle § 2 odst. 1 měly být posouzeny při vydání územně plánovací dokumentace.“.",183
PRVNÍ,I,283/2021,382,doplneni,172,"V § 172 se na konci odstavce 1 doplňuje věta „Je-li součástí podání dokumentace pro povolení záměru nebo jde-li o podání osoby, která má zpřístupněnu datovou schránku bez žádosti, lze podání včetně jeho příloh učinit jen jako digitální úkon; to neplatí pro stavby v areálu jaderného zařízení a v případě podání směřujícímu vůči jinému stavebnímu úřadu.“.",0
PRVNÍ,I,283/2021,383,zruseni,172,V § 172 odst. 2 větě první se slova „elektronicky prostřednictvím portálu stavebníka nebo v listinné podobě“ zrušují.,0
PRVNÍ,I,283/2021,384,zruseni,172,V § 172 se odstavec 4 zrušuje.,0
PRVNÍ,I,283/2021,385,zruseni,173,V § 173 se odstavec 3 zrušuje.,0
PRVNÍ,I,283/2021,386,zneni_plny,,V části šesté hlavě II nadpis dílu 1 zní: „Konzultace a předběžné informace“.,32
PRVNÍ,I,283/2021,387,vlozeni_plny,174,"V § 174 se vkládá nový odstavec 1, který zní: „(1) Stavební úřady, dotčené orgány, pořizovatelé, obce a kraje poskytují stavebníkům a dalším žadatelům neformální konzultace v oblasti jejich působnosti, zejména o procesních postupech a uplatňování jejich požadavků podle tohoto zákona a dalších právních předpisů souvisejících s výstavbou.“. Dosavadní odstavce 1 až 3 se označují jako odstavce 2 až 4.",294
PRVNÍ,I,283/2021,388,doplneni,174,V § 174 odst. 2 se na konci textu písmene a) doplňují slova „a o souladu záměru s územně plánovací dokumentací“.,0
PRVNÍ,I,283/2021,389,doplneni,174,V § 174 odst. 2 se na konci textu písmene b) doplňují slova „nebo rekolaudace“.,0
PRVNÍ,I,283/2021,390,zruseni,174,V § 174 odst. 2. písm. c) se slova „o vydání rozhodnutí o povolení záměru“ zrušují.,0
PRVNÍ,I,283/2021,391,vlozeni,174,V § 174 odst. 2 písm. d) se za slovo „o“ vkládají slova „účastnících a“.,0
PRVNÍ,I,283/2021,392,zneni_plny,174;137;138;224,"V § 174 se na konci odstavce 2 tečka nahrazuje slovy „ , nejde-li o řízení s velkým počtem účastníků,“ a doplňují se písmena e) a f), která znějí: „e) o výkladu a použití nebo nepoužití požadavků na výstavbu podle § 137 nebo o možnosti udělení výjimek podle § 138 odst. 1, f) o posuzování podstatných a nepodstatných změn stavby před jejím dokončením podle § 224.“.",219
PRVNÍ,I,283/2021,393,zneni_plny,174,"V § 174 se na konci odstavce 3 tečka nahrazuje čárkou a doplňuje se písmeno c), které zní: „c) o rozsahu nezbytné dokumentace a podkladů pro vydání vyjádření nebo závazného stanoviska dotčeného orgánu.“.",110
PRVNÍ,I,283/2021,394,vlozeni_plny,174;137,"V § 174 se za odstavec 3 vkládají nové odstavce 4 a 5, které znějí: „(4) Obec a kraj poskytnou tomu, kdo požádá, v rámci své působnosti do 30 dnů od požádání předběžnou informaci o svém stanovisku k záměru, případně o požadavcích, po jejichž splnění vydá obec či kraj se záměrem souhlas, případně o možnostech společného řešení požadavků na výstavbu podle § 137 odst. 7. (5) Pořizovatel poskytne tomu",490
PRVNÍ,I,283/2021,395,zneni_plny,174;3,"V § 174 se doplňuje odstavec 7, který zní: „(7) Od předběžné informace nebo její části se lze odchýlit pouze v rozsahu nově zjištěných skutečností nebo na základě změny okolností nebo právních předpisů, anebo pokud je předběžná informace v rozporu s právními předpisy nebo je nesprávná. Ustanovení § 3 platí obdobně.“.",275
PRVNÍ,I,283/2021,396,vlozeni_plny,175;1a,"V § 175 se vkládá nový odstavec 1, který zní: „(1) Vyjádření k záměru vydává dotčený orgán, pouze pokud tak stanoví zákon. Dbá přitom § 1a, 2 a 3.“. Dosavadní odstavce 1 a 2 se označují jako odstavce 2 a 3.",100
PRVNÍ,I,283/2021,397,zneni_plny,176;1a,"§ 176 včetně nadpisu zní: „§ 176 Závazné stanovisko (1) Závazné stanovisko k záměru vydává dotčený orgán, pouze pokud tak stanoví zákon. Dbá přitom § 1a, 2 a 3. (2) Je-li to nezbytné pro ochranu jím chráněných veřejných zájmů, dotčený orgán uvede v závazném stanovisku též podmínky přípustnosti záměru. Dotčený orgán je povinen dbát, aby podmínky byly ve vzájemném souladu.“.",352
PRVNÍ,I,283/2021,398,vlozeni,177,V § 177 odst. 1 se za slovo „dokumentaci“ vkládají slova „pro povolení záměru v rozsahu nezbytném pro vydání vyjádření nebo závazného stanoviska“.,0
PRVNÍ,I,283/2021,399,doplneni,178,"V § 178 se na konci odstavce 1 doplňují věty „V případě zrušení vyjádření nebo závazného stanoviska dotčený orgán vydá nové vyjádření nebo závazné stanovisko do 30 dnů ode dne, kdy mu bylo doručeno rozhodnutí o jeho zrušení. Nevydá-li dotčený orgán vyjádření nebo závazné stanovisko ve lhůtě pro jeho vydání, považuje se za souhlasné a bez podmínek.“.",0
PRVNÍ,I,283/2021,400,zruseni,178;149,"V § 178 odstavce 2 a 3 znějí: „(2) Při přezkumu závazného stanoviska podle § 149 odst. 7 správního řádu nadřízený dotčený orgán závazné stanovisko potvrdí nebo změní do 30 dnů ode dne vyžádání jeho potvrzení nebo změny; zrušit jej může pouze v případě, že nemělo být vůbec vydáno. Nevydá- li nadřízený dotčený orgán závazné stanovisko ve lhůtě pro jeho vydání a přezkoumává-li souhlasné závazné stano",0
PRVNÍ,I,283/2021,401,nahrazeni,178,V § 178 odst. 4 úvodní části ustanovení se číslo „3“ nahrazuje slovy „1 věty třetí“.,0
PRVNÍ,I,283/2021,402,nahrazeni,178,V § 178 odst. 4 písm. b) se slova „jednotné environmentální stanovisko vydané podle zákona o jednotném environmentálním stanovisku namísto závazného stanoviska k posouzení vlivů provedení záměru na životní prostředí podle zákona o posuzování vlivů na životní prostředí nebo správního úkonu orgánu ochrany přírody“ nahrazují slovy „závazné stanovisko“.,0
PRVNÍ,I,283/2021,403,nahrazeni,179,"V § 179 odst. 1 se číslo „3“ nahrazuje číslem „1“, slovo „se“ se zrušuje a slovo „ruší“ se nahrazuje slovem „změní“.",0
PRVNÍ,I,283/2021,404,zruseni,179,V § 179 odst. 2 se slova „6 měsíců ode dne“ zrušují.,0
PRVNÍ,I,283/2021,405,zruseni,179a,"§ 179a včetně nadpisu zní: „§ 179a Přezkum vyjádření a závazného stanoviska v přezkumném řízení Vyjádření a závazné stanovisko nelze v přezkumném řízení zrušit nebo změnit po právní moci rozhodnutí, jehož bylo vyjádření nebo závazné stanovisko podkladem.“.",0
PRVNÍ,I,283/2021,406,zruseni,180,V § 180 odst. 3 se slovo „vždy“ zrušuje a na konci odstavce se doplňují slova „v rozsahu nezbytném pro vydání vyjádření“.,0
PRVNÍ,I,283/2021,407,zneni_plny,181,"V § 181 odstavec 1 zní: „(1) Vlastník veřejné dopravní nebo technické infrastruktury vydá vyjádření k záměru do 30 dnů ode dne doručení úplné žádosti. Pro stanovení podmínek záměru v případě energetické technické infrastruktury může její vlastník prodloužit lhůtu před jejím uplynutím o 15 dnů, je- li to nezbytné.“.",291
PRVNÍ,I,283/2021,408,nahrazeni,181,"V § 181 odst. 2 se slova „Má se za to, že žádost“ nahrazují slovem „Žádost“.",0
PRVNÍ,I,283/2021,409,zneni_plny,181,"V § 181 se doplňuje odstavec 5, který zní: „(5) Nevydá-li vlastník veřejné dopravní nebo technické infrastruktury vyjádření k záměru ve lhůtě pro jeho vydání, považuje se za souhlasné a bez podmínek.“.",156
PRVNÍ,I,283/2021,410,zneni_plny,182,"V § 182 se dosavadní text označuje jako odstavec 1 a doplňuje se odstavec 2, který zní: „(2) Zemřela-li osoba, která byla nebo by měla být účastníkem řízení, jemuž má být doručena písemnost jednotlivě, a stavebnímu úřadu se do 30 dnů ode dne, kdy zjistil, že zemřela, nepodaří zjistit osoby, které by se v důsledku její smrti staly účastníky řízení, ustanoví jim opatrovníka.“.",289
PRVNÍ,I,283/2021,411,nahrazeni,183,"V § 183 se věta první nahrazuje větou „Jsou-li účastníkem řízení vlastníci jednotek, je společenství vlastníků jednotek41) jejich zástupcem.“.",0
PRVNÍ,I,283/2021,412,vlozeni,184,"V § 184 odst. 2 písm. e) se za slovo „orgánu,“ vkládají slova „týká-li se záměr jím chráněných veřejných zájmů a“.",0
PRVNÍ,I,283/2021,413,doplneni,184,"V § 184 odst. 2 se na konci textu písmene f) doplňují slova „ , týká-li se záměr této infrastruktury“.",0
PRVNÍ,I,283/2021,414,vlozeni,184;137,V § 184 odst. 2 se na začátek písmene h) vkládají slova „odůvodnění odchylného použití požadavků na výstavbu podle § 137 odst. 4 až 8 nebo“.,0
PRVNÍ,I,283/2021,415,nahrazeni,184;9a,"V § 184 odst. 3 se slova „ověření změn záměru“ nahrazují slovy „posouzení vlivů provedení záměru na životní prostředí“, text „§ 9a odst. 6“ se zrušuje a na konci textu odstavce se doplňují slova „a pro vyhrazené stavby“.",0
PRVNÍ,I,283/2021,416,nahrazeni,184,V § 184 odst. 4 se text „odst. 3“ nahrazuje textem „odst. 1“.,0
PRVNÍ,I,283/2021,417,zneni_plny,184,"V § 184 se doplňuje odstavec 5, který zní: „(5) K žádosti lze připojit nebo doplnit návrh rozhodnutí o žádosti.“.",67
PRVNÍ,I,283/2021,418,zruseni,185,V § 185 odst. 2 se slova „a řízení usnesením přeruší“ zrušují.,0
PRVNÍ,I,283/2021,419,zneni_plny,185,"V § 185 odstavec 3 zní: „(3) Stavební úřad žádost neprojedná a usnesením ji odloží, není-li součástí žádosti dokumentace pro povolení záměru.“.",117
PRVNÍ,I,283/2021,420,vlozeni,185,V § 185 odst. 4 se za slovo „žádosti“ vkládají slova „a usnesení o zastavení řízení z důvodu neodstranění vad žádosti nebo nezaplacení správního poplatku“.,0
PRVNÍ,I,283/2021,421,zruseni,186,V § 186 odst. 2 větě druhé se slova „a postupuje podle ustanovení jiného právního předpisu“ zrušují.,0
PRVNÍ,I,283/2021,422,zneni_plny,187,"V § 187 se na konci odstavce 1 doplňuje věta „V případě zákonné služebnosti, která není předmětem evidence v katastru nemovitostí, doloží stavebník naplnění podmínek pro její vznik čestným prohlášením; obdobně se postupuje v případech, kdy má zákonné věcné břemeno podle jiného právního předpisu vzniknout na základě pravomocného rozhodnutí o povolení záměru83).“. Poznámka pod čarou č. 83 zní: „83)",363
PRVNÍ,I,283/2021,423,vlozeni,187,"V § 187 odst. 2 větě poslední se za slovo „záměru,“ vkládají slova „která se týká vlastníka,“.",0
PRVNÍ,I,283/2021,424,vlozeni,187,V § 187 odst. 3 úvodní části ustanovení větě první se za slovo „dokumentace“ vkládají slova „nebo k němu být připojen“.,0
PRVNÍ,I,283/2021,425,zruseni,187,V § 187 odst. 3 úvodní části ustanovení se věta druhá včetně písmen a) a b) zrušuje.,0
